seed,image,cluster,step,labels,chosen,chosen_cluster,score_margin,chosen_score,score_argmax,chosen_is_score_argmax,full_res_argmin,chosen_is_min_full_res,chosen_full_res,min_full_res
0,kodim01,2,2,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.7637367248535156,-9.671640396118164,conv_lowtv,1,conv_lowtv,1,0.00020126975141465664,0.00020126975141465664
0,kodim01,2,3,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.0211248397827148,-9.601497650146484,conv_lowtv,1,conv_lowtv,1,0.00011627273488556966,0.00011627273488556966
0,kodim01,2,4,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.8715448379516602,-9.814906120300293,conv_lowtv,1,conv_lowtv,1,0.00023480247182305902,0.00023480247182305902
0,kodim01,2,5,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.904994010925293,-9.736621856689453,conv_lowtv,1,conv_lowtv,1,0.0002081247657770291,0.0002081247657770291
0,kodim01,2,6,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.045079231262207,-9.81325912475586,conv_lowtv,1,conv_lowtv,1,0.00020005663100164384,0.00020005663100164384
0,kodim01,2,7,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.0838947296142578,-9.818572044372559,conv_lowtv,1,conv_lowtv,1,0.00010844310600077733,0.00010844310600077733
0,kodim01,2,8,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.9796237945556641,-9.842867851257324,conv_lowtv,1,conv_lowtv,1,0.00012213150330353528,0.00012213150330353528
0,kodim01,3,1,dct|had,had,transformada,0.4427757263183594,-9.578728675842285,had,1,had,1,0.0001307434431510046,0.0001307434431510046
0,kodim01,3,2,dct|had,dct,transformada,0.5166292190551758,-9.44472885131836,dct,1,dct,1,0.00014449912123382092,0.00014449912123382092
0,kodim01,3,3,dct|had,had,transformada,0.4418811798095703,-9.795794486999512,had,1,had,1,0.00028329138876870275,0.00028329138876870275
0,kodim01,3,4,dct|had,dct,transformada,0.6915931701660156,-9.557358741760254,dct,1,dct,1,0.00012057362619088963,0.00012057362619088963
0,kodim01,3,5,dct|had,dct,transformada,0.6136064529418945,-9.566190719604492,dct,1,dct,1,0.0001027570542646572,0.0001027570542646572
0,kodim01,3,6,dct|had,dct,transformada,0.5198564529418945,-9.607728004455566,dct,1,dct,1,0.00016319160931743681,0.00016319160931743681
0,kodim01,3,7,dct|had,had,transformada,0.1181793212890625,-9.918335914611816,had,1,had,1,0.0004705468309111893,0.0004705468309111893
0,kodim01,3,8,dct|had,dct,transformada,0.49733829498291016,-9.886613845825195,dct,1,dct,1,0.0004730276996269822,0.0004730276996269822
0,kodim01,4,1,tv2|huber,tv2,regularizador,0.03638744354248047,-9.62038803100586,tv2,1,huber,0,0.0009560734615661204,0.0005115289823152125
0,kodim01,4,2,tv2|huber,tv2,regularizador,0.06370067596435547,-9.644707679748535,tv2,1,huber,0,0.0015655603492632508,0.0006889241631142795
0,kodim01,4,3,tv2|huber,tv2,regularizador,0.09288787841796875,-9.614943504333496,tv2,1,huber,0,0.0009525076020509005,0.0007495653699152172
0,kodim01,4,4,tv2|huber,huber,regularizador,0.02385711669921875,-9.681195259094238,huber,1,huber,1,0.0004384364583529532,0.0004384364583529532
0,kodim01,4,5,tv2|huber,tv2,regularizador,0.13175201416015625,-9.594138145446777,tv2,1,huber,0,0.0009416899993084371,0.0007762862369418144
0,kodim01,4,6,tv2|huber,tv2,regularizador,0.7979679107666016,-9.406511306762695,tv2,1,tv2,1,0.0008869827724993229,0.0008869827724993229
0,kodim01,4,7,tv2|huber,huber,regularizador,0.04436779022216797,-9.811315536499023,huber,1,huber,1,0.00028613905305974185,0.00028613905305974185
0,kodim01,4,8,tv2|huber,tv2,regularizador,0.07985496520996094,-9.636937141418457,tv2,1,huber,0,0.0007085182587616146,0.0004701635625679046
0,kodim01,5,1,dct|tv2,tv2,regularizador,0.08735084533691406,-9.626986503601074,tv2,1,dct,0,0.000617431360296905,0.0004433651629369706
0,kodim01,5,2,dct|tv2,tv2,regularizador,0.07471179962158203,-9.46910572052002,tv2,1,dct,0,0.0008975013042800128,0.0001190989205497317
0,kodim01,5,3,dct|tv2,tv2,regularizador,0.7612075805664062,-9.319771766662598,tv2,1,tv2,1,0.0007447102107107639,0.0007447102107107639
0,kodim01,5,4,dct|tv2,tv2,regularizador,0.0001850128173828125,-9.747851371765137,tv2,1,dct,0,0.001491066301241517,0.00033526401966810226
0,kodim01,5,5,dct|tv2,tv2,regularizador,0.09230422973632812,-9.67075252532959,tv2,1,dct,0,0.0009803579887375236,0.0002901039842981845
0,kodim01,5,6,dct|tv2,tv2,regularizador,0.16713714599609375,-9.678791999816895,tv2,1,dct,0,0.0007222552667371929,0.00043801445281133056
0,kodim01,5,7,dct|tv2,tv2,regularizador,0.05001544952392578,-9.784080505371094,tv2,1,dct,0,0.001051971921697259,0.00032892273156903684
0,kodim01,5,8,dct|tv2,tv2,regularizador,0.1200714111328125,-9.806561470031738,tv2,1,dct,0,0.0010721331927925348,0.0002593887038528919
0,kodim02,0,1,phys|robust,phys,datos,0.39267539978027344,-10.18396282196045,phys,1,phys,1,0.00018439766427036375,0.00018439766427036375
0,kodim02,0,2,phys|robust,phys,datos,0.1457347869873047,-10.489594459533691,phys,1,phys,1,0.0006534462445415556,0.0006534462445415556
0,kodim02,0,3,phys|robust,phys,datos,0.7431869506835938,-10.284571647644043,phys,1,phys,1,0.00013631241745315492,0.00013631241745315492
0,kodim02,0,4,phys|robust,phys,datos,0.3166656494140625,-10.274649620056152,phys,1,phys,1,0.0001048933481797576,0.0001048933481797576
0,kodim02,0,5,phys|robust,phys,datos,0.3157491683959961,-10.619405746459961,phys,1,phys,1,0.00011130764323752373,0.00011130764323752373
0,kodim02,0,6,phys|robust,phys,datos,1.2572135925292969,-10.745162010192871,phys,1,phys,1,0.00011082711716881022,0.00011082711716881022
0,kodim02,0,7,phys|robust,phys,datos,0.39278316497802734,-10.703455924987793,phys,1,phys,1,7.398485468002036e-05,7.398485468002036e-05
0,kodim02,0,8,phys|robust,phys,datos,0.4887428283691406,-10.88880443572998,phys,1,phys,1,0.00022514617012348026,0.00022514617012348026
0,kodim02,1,1,conv|prox_tv,conv,suavidad,0.5834484100341797,-10.017110824584961,conv,1,conv,1,0.00020424523972906172,0.00020424523972906172
0,kodim02,1,2,conv|prox_tv,conv,suavidad,0.527836799621582,-10.145219802856445,conv,1,conv,1,0.00015761188114993274,0.00015761188114993274
0,kodim02,1,3,conv|prox_tv,conv,suavidad,0.5310516357421875,-10.278491020202637,conv,1,conv,1,0.00014085366274230182,0.00014085366274230182
0,kodim02,1,4,conv|prox_tv,prox_tv,suavidad,0.07666587829589844,-10.661738395690918,prox_tv,1,prox_tv,1,0.0002464491408318281,0.0002464491408318281
0,kodim02,1,5,conv|prox_tv,prox_tv,suavidad,0.09197235107421875,-10.67829418182373,prox_tv,1,prox_tv,1,7.367839862126857e-05,7.367839862126857e-05
0,kodim02,1,6,conv|prox_tv,conv,suavidad,0.5328369140625,-10.425002098083496,conv,1,conv,1,6.722187390550971e-05,6.722187390550971e-05
0,kodim02,1,7,conv|prox_tv,conv,suavidad,0.6435480117797852,-10.673524856567383,conv,1,conv,1,7.983657997101545e-05,7.983657997101545e-05
0,kodim02,1,8,conv|prox_tv,conv,suavidad,0.6028900146484375,-10.533785820007324,conv,1,conv,1,7.022454519756138e-05,7.022454519756138e-05
0,kodim02,2,1,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.5218544006347656,-10.163996696472168,conv_lowtv,1,conv_lowtv,1,0.0002759684866759926,0.0002759684866759926
0,kodim02,2,2,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.8934326171875,-10.068556785583496,conv_lowtv,1,conv_lowtv,1,0.00016232641064561903,0.00016232641064561903
0,kodim02,2,3,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.6777725219726562,-10.707837104797363,conv_lowtv,1,conv_lowtv,1,0.00022579057258553803,0.00022579057258553803
0,kodim02,2,4,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.9346103668212891,-10.490677833557129,conv_lowtv,1,conv_lowtv,1,5.6807530199876055e-05,5.6807530199876055e-05
0,kodim02,2,5,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.9773750305175781,-10.585370063781738,conv_lowtv,1,conv_lowtv,1,0.00011400734365452081,0.00011400734365452081
0,kodim02,2,6,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.8926725387573242,-10.690262794494629,conv_lowtv,1,conv_lowtv,1,0.00013062510697636753,0.00013062510697636753
0,kodim02,2,7,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.15570545196533203,-11.89399528503418,conv_lowtv,1,conv_lowtv,1,0.0005639106384478509,0.0005639106384478509
0,kodim02,2,8,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.9722795486450195,-11.074747085571289,conv_lowtv,1,conv_lowtv,1,0.00021419767290353775,0.00021419767290353775
0,kodim02,3,1,dct|had,dct,transformada,0.5237083435058594,-10.048373222351074,dct,1,dct,1,0.00021539104636758566,0.00021539104636758566
0,kodim02,3,2,dct|had,had,transformada,1.0046615600585938,-11.351775169372559,had,1,had,1,0.0012512921821326017,0.0012512921821326017
0,kodim02,3,3,dct|had,had,transformada,0.5299091339111328,-11.02791690826416,had,1,had,1,0.0007745620096102357,0.0007745620096102357
0,kodim02,3,4,dct|had,had,transformada,0.3902397155761719,-11.01027774810791,had,1,had,1,0.0001681913126958534,0.0001681913126958534
0,kodim02,3,5,dct|had,dct,transformada,0.4857978820800781,-10.706064224243164,dct,1,dct,1,0.00017674422997515649,0.00017674422997515649
0,kodim02,3,6,dct|had,dct,transformada,0.5645084381103516,-10.849139213562012,dct,1,dct,1,0.0001752219395712018,0.0001752219395712018
0,kodim02,3,7,dct|had,dct,transformada,0.4668569564819336,-10.927924156188965,dct,1,dct,1,8.085402077995241e-05,8.085402077995241e-05
0,kodim02,3,8,dct|had,had,transformada,0.18308734893798828,-10.985532760620117,had,1,had,1,9.099118324229494e-05,9.099118324229494e-05
0,kodim02,4,1,tv2|huber,huber,regularizador,0.03904914855957031,-10.339581489562988,huber,1,huber,1,0.0005094993393868208,0.0005094993393868208
0,kodim02,4,2,tv2|huber,huber,regularizador,0.1317272186279297,-10.519790649414062,huber,1,huber,1,0.0005593796377070248,0.0005593796377070248
0,kodim02,4,3,tv2|huber,tv2,regularizador,0.8586997985839844,-10.266695976257324,tv2,1,tv2,1,0.0003769210015889257,0.0003769210015889257
0,kodim02,4,4,tv2|huber,tv2,regularizador,1.1118221282958984,-10.132288932800293,tv2,1,tv2,1,0.00029713730327785015,0.00029713730327785015
0,kodim02,4,5,tv2|huber,tv2,regularizador,0.6994876861572266,-10.174210548400879,tv2,1,tv2,1,0.0003403927548788488,0.0003403927548788488
0,kodim02,4,6,tv2|huber,tv2,regularizador,0.688929557800293,-10.257294654846191,tv2,1,tv2,1,0.0004764499608427286,0.0004764499608427286
0,kodim02,4,7,tv2|huber,tv2,regularizador,0.7707681655883789,-10.207435607910156,tv2,1,tv2,1,0.0003142399073112756,0.0003142399073112756
0,kodim02,4,8,tv2|huber,tv2,regularizador,1.4382209777832031,-10.48120403289795,tv2,1,tv2,1,0.00039328596903942525,0.00039328596903942525
0,kodim02,5,1,dct|tv2,dct,transformada,0.08446121215820312,-10.234206199645996,dct,1,dct,1,0.0002235703868791461,0.0002235703868791461
0,kodim02,5,2,dct|tv2,tv2,regularizador,0.9284830093383789,-9.949089050292969,tv2,1,tv2,1,0.0004702228179667145,0.0004702228179667145
0,kodim02,5,3,dct|tv2,tv2,regularizador,0.035492897033691406,-10.550200462341309,tv2,1,dct,0,0.000900117913261056,0.000507247808855027
0,kodim02,5,4,dct|tv2,tv2,regularizador,0.011579513549804688,-10.575037956237793,tv2,1,dct,0,0.0006398698897100985,0.000242303911363706
0,kodim02,5,5,dct|tv2,tv2,regularizador,0.1476764678955078,-10.620501518249512,tv2,1,dct,0,0.0006336192600429058,0.00032581124105490744
0,kodim02,5,6,dct|tv2,tv2,regularizador,3.762178421020508,-11.763274192810059,tv2,1,tv2,1,0.0009020738652907312,0.0009020738652907312
0,kodim02,5,7,dct|tv2,tv2,regularizador,0.7406425476074219,-12.385258674621582,tv2,1,tv2,1,0.0013517766492441297,0.0013517766492441297
0,kodim02,5,8,dct|tv2,tv2,regularizador,0.07699203491210938,-10.713187217712402,tv2,1,dct,0,0.0006319336243905127,0.00024986822973005474
0,kodim03,0,1,phys|robust,phys,datos,0.4830818176269531,-10.398900032043457,phys,1,phys,1,0.00017975551600102335,0.00017975551600102335
0,kodim03,0,2,phys|robust,phys,datos,0.20561885833740234,-10.169303894042969,phys,1,phys,1,0.00027177107403986156,0.00027177107403986156
0,kodim03,0,3,phys|robust,phys,datos,0.2944183349609375,-9.769575119018555,phys,1,phys,1,0.00015045063628349453,0.00015045063628349453
0,kodim03,0,4,phys|robust,phys,datos,0.22567176818847656,-9.795955657958984,phys,1,phys,1,8.334720769198611e-05,8.334720769198611e-05
0,kodim03,0,5,phys|robust,robust,datos,0.08962154388427734,-9.711807250976562,robust,1,phys,0,0.00013169922749511898,0.00010205993748968467
0,kodim03,0,6,phys|robust,phys,datos,0.2702322006225586,-9.986411094665527,phys,1,phys,1,0.00023383283405564725,0.00023383283405564725
0,kodim03,0,7,phys|robust,phys,datos,0.5999670028686523,-9.524959564208984,phys,1,phys,1,5.072753629065119e-05,5.072753629065119e-05
0,kodim03,0,8,phys|robust,phys,datos,0.1941852569580078,-9.878418922424316,phys,1,phys,1,8.668884402140975e-05,8.668884402140975e-05
0,kodim03,1,1,conv|prox_tv,conv,suavidad,0.6946144104003906,-10.318016052246094,conv,1,conv,1,0.00015307955618482083,0.00015307955618482083
0,kodim03,1,2,conv|prox_tv,prox_tv,suavidad,0.10482406616210938,-9.940434455871582,prox_tv,1,prox_tv,1,0.00012503532343544066,0.00012503532343544066
0,kodim03,1,3,conv|prox_tv,conv,suavidad,0.13269424438476562,-9.839751243591309,conv,1,prox_tv,0,0.00012227224942762405,0.00011837461352115497
0,kodim03,1,4,conv|prox_tv,prox_tv,suavidad,0.4753446578979492,-9.744587898254395,prox_tv,1,prox_tv,1,6.858387496322393e-05,6.858387496322393e-05
0,kodim03,1,5,conv|prox_tv,conv,suavidad,0.9272098541259766,-9.469513893127441,conv,1,conv,1,6.584527727682143e-05,6.584527727682143e-05
0,kodim03,1,6,conv|prox_tv,conv,suavidad,0.5044469833374023,-9.42597484588623,conv,1,conv,1,3.790452319663018e-05,3.790452319663018e-05
0,kodim03,1,7,conv|prox_tv,conv,suavidad,0.46296215057373047,-9.520615577697754,conv,1,conv,1,4.5394011976895854e-05,4.5394011976895854e-05
0,kodim03,1,8,conv|prox_tv,prox_tv,suavidad,0.4024667739868164,-9.706608772277832,prox_tv,1,prox_tv,1,5.6505876273149624e-05,5.6505876273149624e-05
0,kodim03,2,1,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.6444072723388672,-9.917518615722656,conv_lowtv,1,conv_lowtv,1,0.00018016842659562826,0.00018016842659562826
0,kodim03,2,2,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.2707023620605469,-9.639914512634277,conv_lowtv,1,conv_lowtv,1,0.0001300932781305164,0.0001300932781305164
0,kodim03,2,3,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.1571903228759766,-9.62524700164795,conv_lowtv,1,conv_lowtv,1,8.714974683243781e-05,8.714974683243781e-05
0,kodim03,2,4,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.3167486190795898,-9.534659385681152,conv_lowtv,1,conv_lowtv,1,7.155166531447321e-05,7.155166531447321e-05
0,kodim03,2,5,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.4232826232910156,-9.685599327087402,conv_lowtv,1,conv_lowtv,1,9.786411101231351e-05,9.786411101231351e-05
0,kodim03,2,6,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.2921991348266602,-9.660069465637207,conv_lowtv,1,conv_lowtv,1,7.740996079519391e-05,7.740996079519391e-05
0,kodim03,2,7,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.4757843017578125,-9.639946937561035,conv_lowtv,1,conv_lowtv,1,9.298603254137561e-05,9.298603254137561e-05
0,kodim03,2,8,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.2435855865478516,-9.97402286529541,conv_lowtv,1,conv_lowtv,1,7.397599256364629e-05,7.397599256364629e-05
0,kodim03,3,1,dct|had,had,transformada,0.07662391662597656,-10.826507568359375,had,1,had,1,0.0003355082299094647,0.0003355082299094647
0,kodim03,3,2,dct|had,had,transformada,0.3700294494628906,-9.575684547424316,had,1,had,1,0.00010001990449381992,0.00010001990449381992
0,kodim03,3,3,dct|had,dct,transformada,0.41554737091064453,-9.623509407043457,dct,1,dct,1,0.00010642257984727621,0.00010642257984727621
0,kodim03,3,4,dct|had,had,transformada,0.11403083801269531,-9.793313026428223,had,1,had,1,8.82229651324451e-05,8.82229651324451e-05
0,kodim03,3,5,dct|had,dct,transformada,0.4893960952758789,-10.395036697387695,dct,1,dct,1,0.0003388886689208448,0.0003388886689208448
0,kodim03,3,6,dct|had,dct,transformada,0.5586919784545898,-9.871781349182129,dct,1,dct,1,8.255074499174953e-05,8.255074499174953e-05
0,kodim03,3,7,dct|had,dct,transformada,0.6584100723266602,-9.752516746520996,dct,1,dct,1,4.584516500472091e-05,4.584516500472091e-05
0,kodim03,3,8,dct|had,dct,transformada,0.3423633575439453,-9.949570655822754,dct,1,dct,1,8.219968731282279e-05,8.219968731282279e-05
0,kodim03,4,1,tv2|huber,huber,regularizador,0.23034000396728516,-10.210134506225586,huber,1,huber,1,0.0002601208398118615,0.0002601208398118615
0,kodim03,4,2,tv2|huber,huber,regularizador,0.2353191375732422,-9.523823738098145,huber,1,huber,1,0.00019712357607204467,0.00019712357607204467
0,kodim03,4,3,tv2|huber,huber,regularizador,0.03565788269042969,-9.665783882141113,huber,1,huber,1,0.00025346368784084916,0.00025346368784084916
0,kodim03,4,4,tv2|huber,huber,regularizador,0.0048656463623046875,-9.733044624328613,huber,1,huber,1,0.00020176416728645563,0.00020176416728645563
0,kodim03,4,5,tv2|huber,huber,regularizador,0.09322071075439453,-9.805976867675781,huber,1,huber,1,0.00024479933199472725,0.00024479933199472725
0,kodim03,4,6,tv2|huber,huber,regularizador,0.06396293640136719,-9.77414608001709,huber,1,huber,1,0.00022833363618701696,0.00022833363618701696
0,kodim03,4,7,tv2|huber,huber,regularizador,0.19553565979003906,-9.70592212677002,huber,1,huber,1,0.00020321135525591671,0.00020321135525591671
0,kodim03,4,8,tv2|huber,huber,regularizador,0.13150405883789062,-9.810212135314941,huber,1,huber,1,0.00017595409008208662,0.00017595409008208662
0,kodim03,5,1,dct|tv2,dct,transformada,0.703730583190918,-10.249037742614746,dct,1,dct,1,0.00013460595801007003,0.00013460595801007003
0,kodim03,5,2,dct|tv2,dct,transformada,0.2744464874267578,-9.646771430969238,dct,1,dct,1,0.0002398660290054977,0.0002398660290054977
0,kodim03,5,3,dct|tv2,dct,transformada,0.24616241455078125,-9.43671703338623,dct,1,dct,1,6.646915426244959e-05,6.646915426244959e-05
0,kodim03,5,4,dct|tv2,dct,transformada,0.5673208236694336,-9.592079162597656,dct,1,dct,1,5.993103332002647e-05,5.993103332002647e-05
0,kodim03,5,5,dct|tv2,dct,transformada,0.2041912078857422,-9.5895414352417,dct,1,dct,1,7.888642721809447e-05,7.888642721809447e-05
0,kodim03,5,6,dct|tv2,tv2,regularizador,0.14250755310058594,-9.815038681030273,tv2,1,dct,0,0.00021440416458062828,0.00010007745731854811
0,kodim03,5,7,dct|tv2,dct,transformada,0.04010009765625,-10.11568546295166,dct,1,dct,1,0.00011462788825156167,0.00011462788825156167
0,kodim03,5,8,dct|tv2,tv2,regularizador,0.28963565826416016,-9.733109474182129,tv2,1,dct,0,0.00021091771486680955,0.00011245135101489723
0,kodim04,0,1,phys|robust,phys,datos,0.292144775390625,-9.495396614074707,phys,1,phys,1,0.0003236088086850941,0.0003236088086850941
0,kodim04,0,2,phys|robust,phys,datos,0.14919662475585938,-9.201519966125488,phys,1,phys,1,0.00023283959308173507,0.00023283959308173507
0,kodim04,0,3,phys|robust,phys,datos,0.39155101776123047,-8.923483848571777,phys,1,phys,1,0.00017687169020064175,0.00017687169020064175
0,kodim04,0,4,phys|robust,phys,datos,0.5001277923583984,-9.048606872558594,phys,1,phys,1,0.00014569750055670738,0.00014569750055670738
0,kodim04,0,5,phys|robust,phys,datos,0.29433536529541016,-8.999528884887695,phys,1,phys,1,0.00013500502973329276,0.00013500502973329276
0,kodim04,0,6,phys|robust,phys,datos,0.4506416320800781,-9.0086088180542,phys,1,phys,1,0.00010148065484827384,0.00010148065484827384
0,kodim04,0,7,phys|robust,phys,datos,0.5041208267211914,-8.942646026611328,phys,1,phys,1,9.058269642991945e-05,9.058269642991945e-05
0,kodim04,0,8,phys|robust,phys,datos,0.26664161682128906,-9.192667961120605,phys,1,phys,1,0.00012743232946377248,0.00012743232946377248
0,kodim04,1,1,conv|prox_tv,conv,suavidad,0.9178495407104492,-9.303417205810547,conv,1,conv,1,0.00020117023086640984,0.00020117023086640984
0,kodim04,1,2,conv|prox_tv,prox_tv,suavidad,0.5069046020507812,-9.724987983703613,prox_tv,1,prox_tv,1,0.00036980543518438935,0.00036980543518438935
0,kodim04,1,3,conv|prox_tv,conv,suavidad,0.5089349746704102,-8.668795585632324,conv,1,conv,1,0.00012517125287558883,0.00012517125287558883
0,kodim04,1,4,conv|prox_tv,prox_tv,suavidad,0.40885448455810547,-8.745427131652832,prox_tv,1,prox_tv,1,0.00011473579070298001,0.00011473579070298001
0,kodim04,1,5,conv|prox_tv,prox_tv,suavidad,0.2443695068359375,-8.601983070373535,prox_tv,1,prox_tv,1,6.797568494221196e-05,6.797568494221196e-05
0,kodim04,1,6,conv|prox_tv,conv,suavidad,0.5768556594848633,-8.456602096557617,conv,1,conv,1,5.6244036386488006e-05,5.6244036386488006e-05
0,kodim04,1,7,conv|prox_tv,prox_tv,suavidad,0.29041004180908203,-8.86210823059082,prox_tv,1,prox_tv,1,0.00011185749463038519,0.00011185749463038519
0,kodim04,1,8,conv|prox_tv,conv,suavidad,0.6429576873779297,-8.633186340332031,conv,1,conv,1,6.355703226290643e-05,6.355703226290643e-05
0,kodim04,2,1,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.655095100402832,-9.711153984069824,conv_lowtv,1,conv_lowtv,1,0.0003444253234192729,0.0003444253234192729
0,kodim04,2,2,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.4989585876464844,-9.257325172424316,conv_lowtv,1,conv_lowtv,1,0.000315007142489776,0.000315007142489776
0,kodim04,2,3,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.0481338500976562,-9.012818336486816,conv_lowtv,1,conv_lowtv,1,0.00026585173327475786,0.00026585173327475786
0,kodim04,2,4,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.0167779922485352,-8.997997283935547,conv_lowtv,1,conv_lowtv,1,0.0001779126760084182,0.0001779126760084182
0,kodim04,2,5,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,1.1518831253051758,-8.947890281677246,conv_lowtv,1,conv_lowtv,1,0.00015333961346186697,0.00015333961346186697
0,kodim04,2,6,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.8822946548461914,-8.93554973602295,conv_lowtv,1,conv_lowtv,1,9.300329838879406e-05,9.300329838879406e-05
0,kodim04,2,7,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.9866085052490234,-9.01563549041748,conv_lowtv,1,conv_lowtv,1,0.00010417867451906204,0.00010417867451906204
0,kodim04,2,8,conv_lowtv|wavelet|inr,conv_lowtv,frecuencia,0.9242343902587891,-9.137070655822754,conv_lowtv,1,conv_lowtv,1,7.822862971806899e-05,7.822862971806899e-05
0,kodim04,3,1,dct|had,had,transformada,0.3346681594848633,-9.725099563598633,had,1,had,1,0.0002380813384661451,0.0002380813384661451
0,kodim04,3,2,dct|had,had,transformada,0.4558544158935547,-8.806839942932129,had,1,had,1,0.0002207258512498811,0.0002207258512498811
0,kodim04,3,3,dct|had,dct,transformada,0.7792844772338867,-8.668733596801758,dct,1,dct,1,0.00017456903879065067,0.00017456903879065067
0,kodim04,3,4,dct|had,dct,transformada,0.8786754608154297,-8.846993446350098,dct,1,dct,1,0.0001639143010834232,0.0001639143010834232
0,kodim04,3,5,dct|had,had,transformada,0.9986362457275391,-8.965134620666504,had,1,had,1,7.795027340762317e-05,7.795027340762317e-05
0,kodim04,3,6,dct|had,had,transformada,0.5624427795410156,-9.505125999450684,had,1,had,1,0.00027690239949151874,0.00027690239949151874
